LUMP,aim_dust.bsp,awp_metro.bsp,awp_museum.bsp,bigcity_main.bsp,bigcity_pvp.bsp,campaign_05.bsp,cs_aquarium.bsp,cs_assault.bsp,cs_estate.bsp,cs_italy.bsp,cs_italy_night.bsp,cs_militia.bsp,cs_office.bsp,cs_office_xmas.bsp,de_aztec.bsp,de_cbble.bsp,de_centered.bsp,de_cornerwork.bsp,de_cornerwork2.bsp,de_dust.bsp,de_dust2.bsp,de_dust2_decompressed.bsp,de_headquarter.bsp,de_highland.bsp,de_inferno.bsp,de_nuke.bsp,de_prodigy.bsp,de_sa02.bsp,de_sa03.bsp,de_storage.bsp,de_storm.bsp,de_survivor.bsp,de_tides.bsp,de_tosca.bsp,de_train.bsp,de_vantage.bsp,de_vertigo.bsp,dm_cargoship.bsp,dm_dustrush.bsp,dm_killhouse.bsp,dm_mboss.bsp,dm_playground.bsp,dm_sa01.bsp,dm_sewer.bsp,dm_shutdown.bsp,dm_uprising.bsp,duel_diner.bsp,ew_lasttrain.bsp,gb_varena.bsp,gm_giant.bsp,hm_multi01.bsp,hs2_assault.bsp,hs2_cargoship.bsp,hs2_estate.bsp,hs2_italy2.bsp,hs2_italy2_xmas.bsp,hs2_office.bsp,hs2_phouse.bsp,hs2_sa01.bsp,hs2_sa02.bsp,hs2_sa03.bsp,hs2_studio.bsp,hs_aqua.bsp,hs_dust2.bsp,hs_festival.bsp,hs_highland.bsp,hs_italy2.bsp,hs_italy2_xmas.bsp,hs_studio.bsp,mad_city.bsp,mad_city_big.bsp,testzone_transition1.bsp,testzone_transition2.bsp,tuto_walk.bsp,uc_aztec.bsp,uc_museum.bsp,uc_shutdown.bsp,zc_laboratory.bsp,zc_trainyard.bsp,zd_aztec.bsp,zd_boss.bsp,zd_internal.bsp,zd_italy.bsp,zd_lasttrain.bsp,zd_nuke.bsp,zd_park.bsp,zd_trainyard.bsp,zp_assault.bsp,zp_aztec.bsp,zp_estate.bsp,zp_italy.bsp,zp_militia.bsp,zp_storm.bsp,zp_uprising.bsp,zz_festival.bsp,zz_phouse.bsp,zz_prodigy.bsp
PHYSICS_DISPLACEMENT,2610,6779,7685,0,0,13834,29962,15882,25903,15552,15552,106992,24818,24838,0,8344,23153,0,4385,41159,37006,207331,13057,38008,15388,14598,42357,8671,13422,8757,13018,103993,29697,13135,0,27385,1390,4934,5177,13994,0,1262,4097,5453,6287,6400,8424,10075,7784,33257,16927,5842,28274,12823,11432,8504,5222,11567,15126,12422,25784,15124,9647,23579,10514,9038,9910,11499,119922,5911,4591,14027,8000,1454,5260,25099,15847,41705,4637,6636,3273,4710,16114,24246,12671,0,25751,15561,84753,6287,9260,7692,42325
PHYSICSCOLLIDE,128746,234143,307017,2166927,2647874,310708,279095,229750,279385,552577,525529,199233,337477,339141,1067785,442128,341637,773326,205542,378813,602061,2574123,378884,330751,560597,286008,258133,80353,582386,389991,250397,375602,321595,509750,1069469,429411,455070,280143,141012,86599,346860,175341,70077,116119,202085,200071,315551,61063,292492,1090848,410859,448584,459607,474939,477485,362078,219273,257014,767039,390534,208314,345517,155039,320833,293585,294244,207176,895731,820139,263581,201632,315888,51475,94010,98878,412542,458204,388181,133636,292287,407561,188002,310448,724848,475442,1065601,271001,527982,191871,197714,132371,197339,262251
VERT_NORMALS,1976,2475,5819,14372,15918,2338,7359,5246,4838,12783,12840,7543,4730,5109,13590,12190,9240,4803,1769,7006,14436,32124,1906,8384,14698,6071,5682,1348,5768,3053,4665,10171,10330,12454,2598,23561,3327,1918,2204,5393,16745,10687,1165,1667,6485,1326,15556,253,7092,26943,9507,9079,9149,11180,11401,6422,6199,6074,9615,9022,6937,8500,2462,8724,7142,7162,4825,2867,4405,9037,17490,2474,2426,1662,1572,16265,6982,15665,10302,21031,8714,6047,5410,26934,7988,13116,4829,12558,6203,6299,2402,1999,5517
VERT_NORMAL_INDICES,2328,9516,13729,56588,49253,13005,10101,12705,14041,19978,20374,10917,13711,13772,17011,16388,20760,9674,8896,13262,23470,405476,15600,14889,27393,12841,11071,3035,16893,18332,10688,18584,16857,24640,11683,24666,15686,6489,3571,5566,7888,15000,3744,5144,11452,4604,11864,2131,16588,58945,21240,20225,23021,16220,22880,20026,7487,8879,22807,19580,5388,17432,8091,11619,11779,13944,12206,31618,35300,9716,8016,14609,2767,2236,2915,17843,13740,20027,5619,11634,18708,7628,14909,35434,24497,13185,14398,19898,12053,7993,7788,11075,11009
DISPLACEMENT_VERTS,2398,5892,5266,30220,36966,20866,48831,26376,48010,29626,29626,146623,37133,37143,119261,12777,49121,12647,2763,31972,66961,1011700,19510,60541,25202,21231,78578,12991,19010,14554,35713,247116,35626,18379,38337,42332,1332,10113,4984,27537,44505,789,6485,5306,10028,7196,10318,9984,7762,65172,28418,9147,50095,16795,13035,15297,4322,15352,20473,21873,41380,37142,7761,55846,14907,11100,19832,23036,102286,6383,6858,21272,6566,697,5036,37087,23477,113749,7157,9309,2644,3427,23527,54251,25079,119261,48041,29611,116731,10028,7772,13508,78621
DISPLACEMENT_LIGHTMAP_SAMPLE_POSITIONS,23737,127,196,3445,4437,728,34993,4378,52542,124,124,393810,12958,12964,131726,58522,57412,10274,106,127360,68315,216124,3404,199872,128,38239,88708,8164,86,12800,67709,102914,914,8399,2957,81066,122,9417,22364,23375,56794,155,468,154,115,78,43332,75582,111834,2576,4446,8896,52496,1807,1803,198,2171,9362,180,31319,27570,30651,20475,203545,1722,1717,31226,79597,41979,25868,22159,1045,23435,99,162,2763,2624,139507,24587,40599,268,18930,39974,175911,69223,131726,52423,123,327746,115,19407,120,89127
GAME_LUMP,12212,107336,26580,496400,290400,280656,163180,134152,86356,171772,83872,270548,110924,129412,109520,133948,198752,124752,55264,147904,144508,144508,70948,151740,153564,170820,116612,18456,23508,151680,76664,105904,88140,172148,140048,366244,165556,73420,34772,44976,17692,48808,19988,52916,95572,41152,111400,60,23508,283044,131016,75532,81340,123784,145028,172488,31904,38596,64200,147516,147292,85388,197652,232588,127504,140948,157968,58220,198412,33884,37960,270332,4128,1548,21352,67068,75012,116160,44916,87204,151188,68908,148216,311420,201840,98656,69016,174380,196048,90948,181000,151408,116548
LEAF_WATER_DATA,0,0,0,12,24,0,12,0,48,0,0,36,0,0,12,0,0,0,0,0,0,0,0,12,12,24,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,12,48,0,0,24,0,0,0,0,0,0,0,12,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,12,0,0,24,0,0,12,48,0,24,0,0,24,12
PRIMITIVES,616,2099,3031,11884,16443,2787,2085,2100,3050,2730,2667,2929,2371,2340,1697,3429,2799,1651,3220,2673,2097,23700,6695,1521,3214,2118,1614,790,1279,5608,2188,5009,2557,3465,2205,3482,4318,3921,747,1311,1603,3008,1130,1258,1681,1585,1280,284,3177,8338,4228,5716,5244,3848,4091,4581,2728,2892,3574,4499,1300,1325,1408,1709,1925,1898,2696,8507,10095,2482,1168,2766,563,1055,1289,3936,3088,1849,570,1346,2748,808,2573,6424,4324,1703,3325,2673,3078,1628,1524,2655,1774
PRIM_INDICES,994,2814,3137,15705,21497,3547,2791,2928,4090,3677,3489,3669,2723,2676,2032,5101,3726,1798,3405,3345,2421,75852,7182,2064,4013,2734,2183,1127,1865,6940,3216,6179,3428,4950,2800,4965,4872,5337,1063,1885,2375,3678,1614,1667,1849,2404,1662,373,3329,9997,4800,7222,6146,4132,4789,5366,2904,3034,4039,5089,1771,1524,1931,2303,2534,2726,3789,9900,10540,2864,1395,3420,721,1312,1687,4620,4212,2088,706,1560,3861,1209,3161,7415,5162,2035,4113,3510,3861,1794,1899,3775,2339
PAKFILE,454688,2831995,1316457,4605647,2240770,5965254,4460920,2278088,2520878,3925226,2903258,3953749,4898615,3456262,6393208,5423322,4322229,1225128,2147417,2716806,1780626,1780626,3638882,3077361,6162982,5144742,4086523,2340156,571312,5419548,2369401,6344623,2992603,5063132,3207996,5743882,3378873,3185556,628502,1087077,845185,5255238,467583,2829336,4767658,529696,2938974,134135,714246,7137706,2353815,2187817,10096338,2069373,1790712,8992146,2144298,2437898,751836,2403901,2332162,719672,3385096,2622921,2003594,1693063,2352744,2900933,2097168,113037,136247,4102999,527224,137335,1630984,3352290,3470107,6944343,942856,7731892,4031018,2242867,2659060,10146362,4796226,6222471,2260099,4042914,2950375,4209552,2929716,7871298,4106150
CLIP_PORTAL_VERTICES,0,85,0,329,277,211,448,321,250,334,337,214,0,0,232,258,0,0,196,291,59,192,163,165,428,238,0,0,161,334,281,249,266,342,348,180,204,265,0,0,0,0,0,169,99,0,0,0,0,161,150,89,250,156,424,110,136,137,161,92,259,0,370,0,448,417,0,620,0,0,0,44,55,53,163,0,0,219,0,55,0,0,247,999,0,232,250,336,196,99,348,96,116
CUBEMAPS,63,2181,1059,3341,254,3576,3102,1746,1950,2797,351,2826,4187,2548,4374,4002,3043,1044,2013,2198,1400,2296,3291,2016,4076,3473,2887,2203,553,4338,1814,4513,2216,3851,2443,3831,2723,2325,515,783,137,3752,435,1992,3420,98,1962,35,667,5334,1846,1558,7878,1539,1522,6883,1629,2252,658,1669,1600,561,2301,1588,1377,1417,1536,2438,1460,99,260,2536,69,45,214,428,432,4645,852,5489,2808,1501,2108,6683,3147,4405,1896,2873,2214,3339,1956,6500,2887
TEXDATA_STRING_DATA,606,1494,371,3615,10913,1682,1618,1343,1167,1126,2065,1002,1026,1121,393,1239,2099,1050,1171,1251,328,1060,1200,946,1472,1365,1197,478,306,1232,933,1482,641,1464,642,1357,896,1090,553,381,674,273,517,540,1016,1931,1007,136,587,2333,1477,1450,1277,1500,1491,877,598,711,583,1365,1360,301,1172,854,1367,1353,1226,1438,1181,2459,2207,1214,468,283,1435,3729,4593,392,451,935,1152,713,1470,2802,1515,393,1151,1108,962,1003,1118,773,1207
TEXDATA_STRING_TABLE,185,293,102,729,3009,315,276,293,197,247,449,233,207,227,103,239,399,254,200,247,99,180,225,196,306,294,226,134,125,228,188,270,142,285,161,267,217,201,127,85,225,82,104,136,204,416,204,55,131,440,323,268,224,295,297,172,146,171,170,262,229,95,213,177,267,267,231,271,225,539,530,204,167,81,414,1006,1133,101,103,171,241,154,307,489,292,103,192,244,227,203,204,144,228
OVERLAYS,0,140,0,3100,3489,2371,1818,8916,1814,71,68,6353,316,1046,1543,1327,5736,1093,1002,1623,172,1424,1712,2542,0,7262,1154,0,171,1485,602,2086,1747,1571,3205,3051,0,2094,0,533,0,0,653,332,995,972,1053,0,120,104,8824,1488,1802,393,252,446,0,0,165,1843,1282,0,310,1645,433,255,1863,352,0,209,1244,2283,75,0,0,4100,1061,1717,135,1099,0,933,5270,5766,447,1551,1799,69,5593,1003,315,435,1066
LEAF_MIN_DIST_TO_WATER,61,53,79,6208,14562,77,305,79,1623,82,85,2107,74,75,1361,87,87,72,61,85,97,54672,55,677,592,312,595,46,97,73,53,64,60,77,73,71,74,53,62,40,33,77,53,47,79,62,336,79,61,574,84,77,1165,86,84,1213,71,74,100,79,62,86,63,673,83,73,90,89,97,657,793,75,53,57,48,83,87,93,62,819,68,77,854,94,91,1366,1620,83,1763,79,58,1153,562
FACE_MARCO_TEXTURE_INFO,54,73,82,101,107,79,67,72,78,83,82,68,76,76,77,81,84,76,74,80,89,44804,86,79,85,73,68,52,76,87,70,83,70,84,76,84,84,76,55,56,58,73,47,61,72,66,73,67,81,97,84,86,87,86,86,85,76,78,87,83,63,79,67,78,78,76,74,96,98,78,64,81,49,53,58,82,84,79,53,70,80,66,77,94,88,77,78,82,74,72,65,73,68
DISPLACEMENT_TRIS,89,78,80,179,201,128,367,408,403,109,109,2011,298,307,1276,165,491,107,68,628,513,131200,104,772,113,167,932,168,104,102,337,1993,624,107,142,306,43,85,127,329,302,45,202,87,88,87,145,796,99,488,423,90,407,105,100,97,80,193,106,155,326,183,192,631,102,96,142,199,900,96,96,137,104,46,87,436,362,1203,106,117,67,99,199,573,174,1276,398,109,1551,88,149,94,952
LEAF_AMBIENT_INDEX_HDR,1989,2318,6258,28813,29395,4858,2302,6945,4656,6303,8482,5182,4676,4957,9435,8234,9867,4165,3196,6547,13377,54672,2145,2738,7063,4738,4319,1384,13027,5015,1989,3755,2659,5517,4457,4518,4796,2169,1653,851,455,6059,2094,1293,5971,3104,6041,2495,3406,12231,8582,4935,6979,6607,6264,5931,3673,4871,16306,5430,2483,7345,2745,2658,5978,3685,9455,12901,23129,3689,3669,4889,1731,2271,1566,7792,10604,9493,2577,5354,4082,3929,6611,15801,12719,9414,4447,6827,6545,6066,2523,3371,4128
LEAF_AMBIENT_INDEX,1987,495,677,1402,29343,646,527,675,590,713,8473,596,613,630,887,796,810,598,525,774,1139,54672,501,496,743,612,609,465,1190,617,488,545,524,653,603,594,613,495,528,402,474,652,494,468,665,2996,752,2495,524,934,748,646,704,780,748,668,594,613,1328,668,536,795,538,497,724,611,893,851,1153,3796,3626,629,1773,2240,1555,7915,10703,995,529,679,570,649,688,1032,901,887,579,739,691,673,512,535,600
LIGHTING_HDR,1095806,3874966,6976110,4709935,5220696,3058188,2965039,2780722,3596999,3590075,2354216,3377458,2434695,2393275,3974499,4483041,4636677,2696595,5218511,4817118,4119930,9389884,5484321,5069958,4677656,3393974,2608347,1760885,1560367,6063746,3213053,3947809,2403146,4760830,2454473,6964567,5543894,2939518,1347656,1064393,2171025,3875451,788879,1825984,2345730,889973,4448983,68581,8629865,6679373,7311427,7042034,8245540,6687322,6080854,7977824,6135325,6437410,6764208,7235867,2326305,2062507,2518253,4914225,2204463,2099505,2684249,8799935,7053633,2867250,380968,3097491,930791,608639,985471,4591223,876914,4877136,2335259,4220770,2225859,2498255,3536514,13154989,10051325,4086405,3622207,3333214,3081933,2248043,2544821,2997594,2628659
WORLD_LIGHTS_HDR,514,1753,1199,3661,4220,2077,4020,1880,1685,1104,882,1838,2855,2322,1211,1338,1125,718,1957,823,445,2200,2106,2903,2102,3186,1939,555,240,1965,769,607,1270,2122,1553,2152,2147,1422,379,272,374,336,580,1015,841,1133,1570,49,617,3854,2262,1275,2085,1042,2398,4295,915,1015,703,1494,2786,202,2156,1984,1380,1953,1191,123,3927,498,1571,1792,285,370,1054,15216,2297,1503,1032,2157,1275,773,3151,5694,3854,1210,1782,840,1495,836,2213,3941,1929
LEAF_AMBIENT_LIGHTING_HDR,35276,96186,114858,2481258,1686580,64839,31733,213694,94769,48087,336422,142845,57659,69886,128468,115142,165860,78073,124672,174347,102580,179116,30556,177501,62037,121137,57961,35862,51190,199668,34639,125373,32041,78894,56635,62713,440659,43635,49561,14817,20558,265819,33329,26104,75461,123926,110933,2103,234460,202973,259742,105735,159047,91197,81402,159858,71734,127711,105179,113256,32999,49551,62058,160062,53367,32076,110949,713957,1705853,145390,17965,75585,32469,54027,96550,355045,502401,123969,75357,114269,59652,51678,162587,432172,491520,130742,99573,50559,141273,68611,66352,94556,55368
LEAF_AMBIENT_LIGHTING,45624,86,106,161,2161247,104,92,106,98,109,377510,99,100,102,122,115,116,99,91,113,141,382704,88,86,111,101,100,78,145,101,85,94,91,103,100,99,101,87,92,68,22657,104,86,80,105,150340,112,2103,91,125,111,103,108,114,112,105,99,101,156,105,92,115,93,86,109,101,122,119,142,176718,21969,102,29550,55407,97197,379213,559523,130,92,106,97,104,107,133,123,122,98,110,107,105,89,92,99
FACES_HDR,34382,0,0,0,700440,0,0,0,0,0,172644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55656,0,0,0,0,68310,0,47319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125752,70746,0,26166,29815,40155,150422,166741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP_FLAGS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
OVERLAY_FADES,0,24,0,51,51,33,32,44,32,8,8,38,30,30,31,44,87,47,30,62,30,32,33,35,0,43,32,0,24,43,30,47,40,43,35,99,0,58,0,30,0,0,45,30,30,30,31,0,16,8,44,53,32,30,30,30,0,0,24,64,32,0,48,32,30,30,64,42,0,30,30,33,8,0,0,38,53,32,16,30,0,30,40,74,41,31,32,8,38,30,48,30,31
UNUSED_61,0,640,1760,5591,0,1460,935,1485,1378,2047,0,1152,1397,1451,3472,2603,2884,610,814,1844,2517,109344,698,813,2129,1434,1383,400,2576,1310,625,1253,730,1527,922,1403,1502,753,509,334,0,1887,364,510,2058,0,2097,0,717,3164,1600,1222,2348,1376,1264,1906,829,1003,2919,1530,816,1356,854,688,1337,852,2599,3173,3603,0,0,1186,0,0,0,0,0,4014,532,1552,1244,1438,1778,4141,2734,3448,1316,2218,1286,1830,788,1263,1312
,
LUMP,POTENTIAL SIZES
OCCLUSION,2,4
UNUSED_22,0
UNUSED_23,0
UNUSED_24,0
UNUSED_25,0
DISPLACEMENT_LIGHTMAP_ALPHAS,0
GAME_LUMP,2,4
LEAF_WATER_DATA,2,4,6
PRIM_VERTS,0
PHYSICSCOLLIDE_SURFACE,0
WATER_OVERLAYS,0
XZIP_PAKFILE,0
MAP_FLAGS,2
UNUSED_62,0
UNUSED_63,0
